Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number,proper()
 jack ,50,SIXTY THOUSAND,Male,Sales,Assistant,20-02-2020,B,user@domain.com,098-765-4321, Jack 
 frank ,thirty,55000,Other,IT,Director,20-02-2020,A,user@domain.com,098-765-4321, Frank 
 eve ,40,70000,Other,Marketing,Manager,20-02-2020,A,user@domain.com,123-456-7890, Eve 
 david ,40,50000,Male,IT,Analyst,"April 5, 2018",B,name@company.org, , David 
 charlie ,50,SIXTY THOUSAND,Female,HR,Manager,01/15/2020,A,email@example.com,555-555-5555, Charlie 
 alice ,40,SIXTY THOUSAND,Other,Finance,Assistant,2019.12.01,B,,555-555-5555, Alice 
 frank ,25,50000,Female,Finance,Clerk,01/15/2020,B,user@domain.com,098-765-4321, Frank 
 bob ,50,70000,Male,Marketing,Analyst,"April 5, 2018",B,user@domain.com,nan, Bob 
 hannah ,50,65000,Female,Marketing,Assistant,20-02-2020,C,user@domain.com,098-765-4321, Hannah 
 jack ,nan,50000,Other,Finance,Assistant,03-25-2019,A,email@example.com,123-456-7890, Jack 
 eve ,40,70000,Other,Marketing,Assistant,20-02-2020,D,nan,nan, Eve 
 grace ,50,50000,Female,IT,Analyst,2019.12.01,B,name@company.org,555-555-5555, Grace 
 jack ,25,50000,Male,Sales,Analyst,03-25-2019,A,email@example.com, , Jack 
 bob ,nan,55000,Female,Sales,Director,20-02-2020,F,user@domain.com, , Bob 
 hannah ,thirty,70000,Male,IT,Director,03-25-2019,B,email@example.com,123-456-7890, Hannah 
 bob ,50,65000,Female,Sales,Manager,01/15/2020,B,email@example.com,098-765-4321, Bob 
 david ,25,55000,Other,HR,Analyst,"April 5, 2018",D,email@example.com,123-456-7890, David 
 alice ,35,50000,Male,IT,Analyst,20-02-2020,C,nan, , Alice 
 eve ,25, NAN ,Male,Marketing,Analyst,2019.12.01,C,,555-555-5555, Eve 
 ivy ,25,50000,Male,IT,Director,01/15/2020,B,name@company.org, , Ivy 
 alice ,nan,50000,Other,Finance,Assistant,20-02-2020,A,nan,nan, Alice 
 ivy ,thirty,70000,Female,Marketing,Clerk,01/15/2020,F,nan, , Ivy 
 hannah ,35,70000,Other,Finance,Director,2019.12.01,F,, , Hannah 
 frank ,40,55000,Male,Marketing,Analyst,20-02-2020,A,nan,nan, Frank 
 grace ,40,65000,Female,Sales,Director,2019.12.01,B,email@example.com,098-765-4321, Grace 
 charlie ,25,55000,Other,IT,Manager,03-25-2019,F,email@example.com, , Charlie 
 alice ,nan,SIXTY THOUSAND,Male,HR,Analyst,2019.12.01,C,user@domain.com,123-456-7890, Alice 
 eve ,nan,50000,Male,Marketing,Manager,03-25-2019,A,nan, , Eve 
 bob ,40, NAN ,Other,Marketing,Analyst,20-02-2020,D,user@domain.com,123-456-7890, Bob 
 eve ,35,50000,Other,Finance,Director,03-25-2019,B,name@company.org,nan, Eve 
 hannah ,thirty,50000,Other,Sales,Assistant,20-02-2020,A,email@example.com, , Hannah 
 ivy ,35,55000,Male,Finance,Clerk,20-02-2020,F,name@company.org,nan, Ivy 
 bob ,50, NAN ,Other,Finance,Manager,"April 5, 2018",B,,nan, Bob 
 charlie ,50, NAN ,Male,Sales,Director,20-02-2020,C,email@example.com,098-765-4321, Charlie 
 charlie ,thirty, NAN ,Other,HR,Assistant,03-25-2019,B,name@company.org, , Charlie 
 alice ,40,55000,Male,Finance,Director,"April 5, 2018",B,,123-456-7890, Alice 
 hannah ,thirty,50000,Male,Finance,Manager,"April 5, 2018",C,name@company.org,123-456-7890, Hannah 
 frank ,nan,55000,Female,Marketing,Clerk,20-02-2020,C,, , Frank 
 hannah ,50,70000,Other,Sales,Director,2019.12.01,B,,098-765-4321, Hannah 
 ivy ,25,70000,Other,IT,Analyst,2019.12.01,C,email@example.com,098-765-4321, Ivy 
 eve ,25,55000,Male,HR,Assistant,"April 5, 2018",A,user@domain.com,098-765-4321, Eve 
 charlie ,40, NAN ,Male,HR,Director,20-02-2020,C,,123-456-7890, Charlie 
 eve ,nan,50000,Male,Sales,Assistant,2019.12.01,C,,nan, Eve 
 eve ,35,55000,Female,Marketing,Analyst,20-02-2020,B,email@example.com,098-765-4321, Eve 
 eve ,nan,55000,Female,Marketing,Clerk,20-02-2020,A,user@domain.com,123-456-7890, Eve 
 charlie ,25,55000,Male,Sales,Clerk,"April 5, 2018",D,nan,123-456-7890, Charlie 
 jack ,25,SIXTY THOUSAND,Other,Marketing,Analyst,"April 5, 2018",D,nan,nan, Jack 
 david ,50,70000,Other,HR,Assistant,01/15/2020,F,user@domain.com, , David 
 ivy ,nan, NAN ,Female,HR,Director,2019.12.01,C,name@company.org, , Ivy 
 jack ,nan,65000,Female,IT,Analyst,2019.12.01,C,email@example.com,098-765-4321, Jack 
 ivy ,25, NAN ,Male,Sales,Manager,2019.12.01,A,user@domain.com,098-765-4321, Ivy 
 bob ,35,65000,Other,Finance,Assistant,03-25-2019,D,nan,nan, Bob 
 hannah ,40,SIXTY THOUSAND,Male,Finance,Clerk,20-02-2020,F,,098-765-4321, Hannah 
 hannah ,40,55000,Female,IT,Analyst,"April 5, 2018",A,nan,nan, Hannah 
 grace ,nan,SIXTY THOUSAND,Other,IT,Clerk,2019.12.01,C,,123-456-7890, Grace 
 hannah ,40,SIXTY THOUSAND,Other,Marketing,Assistant,01/15/2020,D,email@example.com,098-765-4321, Hannah 
 charlie ,25,50000,Female,IT,Clerk,2019.12.01,F,,123-456-7890, Charlie 
 frank ,25,70000,Male,IT,Analyst,20-02-2020,B,user@domain.com,555-555-5555, Frank 
 alice ,nan,65000,Male,Finance,Assistant,20-02-2020,D,,nan, Alice 
 grace ,nan,55000,Other,Marketing,Manager,"April 5, 2018",F,name@company.org,555-555-5555, Grace 
 alice ,50,65000,Female,IT,Analyst,03-25-2019,A,user@domain.com,098-765-4321, Alice 
 ivy ,nan, NAN ,Other,IT,Director,"April 5, 2018",B,email@example.com,123-456-7890, Ivy 
 alice ,35,65000,Female,Marketing,Analyst,2019.12.01,F,user@domain.com,098-765-4321, Alice 
 alice ,40, NAN ,Male,Sales,Assistant,01/15/2020,F,name@company.org,555-555-5555, Alice 
 grace ,nan,70000,Female,Marketing,Analyst,"April 5, 2018",C,email@example.com,098-765-4321, Grace 
 bob ,thirty, NAN ,Male,Finance,Manager,03-25-2019,D,nan, , Bob 
 eve ,50,65000,Female,Sales,Manager,"April 5, 2018",C,name@company.org,555-555-5555, Eve 
 hannah ,thirty,65000,Other,HR,Director,20-02-2020,B,email@example.com,098-765-4321, Hannah 
 hannah ,25, NAN ,Male,Marketing,Clerk,2019.12.01,F,,123-456-7890, Hannah 
 charlie ,40,SIXTY THOUSAND,Other,Finance,Assistant,2019.12.01,C,user@domain.com,098-765-4321, Charlie 
 grace ,nan,70000,Other,Sales,Assistant,2019.12.01,D,email@example.com,123-456-7890, Grace 
 charlie ,thirty,50000,Male,Marketing,Clerk,2019.12.01,B,user@domain.com, , Charlie 
 frank ,40,55000,Male,IT,Manager,2019.12.01,A,,098-765-4321, Frank 
 frank ,25,65000,Other,Marketing,Manager,2019.12.01,C,email@example.com, , Frank 
 charlie ,35,55000,Other,HR,Analyst,01/15/2020,B,nan,555-555-5555, Charlie 
 grace ,50,50000,Other,Marketing,Director,03-25-2019,A,name@company.org,123-456-7890, Grace 
 charlie ,40,55000,Other,Sales,Director,2019.12.01,C,email@example.com,555-555-5555, Charlie 
 hannah ,40,50000,Male,Sales,Director,03-25-2019,B,,123-456-7890, Hannah 
 jack ,35, NAN ,Male,Marketing,Analyst,2019.12.01,B,email@example.com, , Jack 
 david ,40,SIXTY THOUSAND,Other,Sales,Director,"April 5, 2018",C,user@domain.com,nan, David 
 alice ,25,65000,Female,IT,Clerk,2019.12.01,B,email@example.com,098-765-4321, Alice 
 david ,25,50000,Female,Marketing,Analyst,20-02-2020,F,nan, , David 
 grace ,35,55000,Male,IT,Clerk,01/15/2020,C,email@example.com,123-456-7890, Grace 
 david ,50,65000,Other,IT,Analyst,"April 5, 2018",B,name@company.org,123-456-7890, David 
 frank ,nan,SIXTY THOUSAND,Other,Finance,Director,"April 5, 2018",A,email@example.com,123-456-7890, Frank 
 ivy ,thirty, NAN ,Male,Marketing,Clerk,20-02-2020,A,user@domain.com,123-456-7890, Ivy 
 alice ,nan,65000,Female,Sales,Clerk,2019.12.01,F,email@example.com,098-765-4321, Alice 
 eve ,40,50000,Female,IT,Clerk,01/15/2020,C,nan,555-555-5555, Eve 
 grace ,thirty,SIXTY THOUSAND,Female,Finance,Analyst,"April 5, 2018",B,,nan, Grace 
 alice ,35,55000,Male,Marketing,Assistant,01/15/2020,B,email@example.com,098-765-4321, Alice 
 david ,35,SIXTY THOUSAND,Female,Marketing,Director,"April 5, 2018",A,email@example.com,123-456-7890, David 
 frank ,50,SIXTY THOUSAND,Male,HR,Clerk,2019.12.01,F,name@company.org,098-765-4321, Frank 
 bob ,thirty,70000,Male,HR,Assistant,"April 5, 2018",A,nan, , Bob 
 jack ,25,SIXTY THOUSAND,Other,IT,Director,"April 5, 2018",A,,123-456-7890, Jack 
 eve ,thirty,SIXTY THOUSAND,Female,HR,Director,03-25-2019,F,user@domain.com,nan, Eve 
 jack ,40,65000,Male,IT,Clerk,2019.12.01,C,email@example.com,123-456-7890, Jack 
 alice ,25,55000,Female,Sales,Clerk,20-02-2020,B,,nan, Alice 
 frank ,35,65000,Female,IT,Analyst,20-02-2020,C,user@domain.com,nan, Frank 
 frank ,thirty,65000,Other,HR,Assistant,2019.12.01,D,nan,555-555-5555, Frank 
 david ,nan,50000,Female,Sales,Assistant,20-02-2020,D,nan,555-555-5555, David 
 hannah ,50,65000,Other,HR,Clerk,2019.12.01,D,,098-765-4321, Hannah 
 david ,nan,70000,Male,IT,Director,20-02-2020,F,user@domain.com,098-765-4321, David 
 hannah ,50,70000,Female,Finance,Clerk,03-25-2019,A,nan,nan, Hannah 
 hannah ,40,50000,Male,Marketing,Director,20-02-2020,C,,123-456-7890, Hannah 
 eve ,nan, NAN ,Female,HR,Director,"April 5, 2018",B,nan, , Eve 
 david ,thirty,55000,Male,IT,Clerk,2019.12.01,D,nan, , David 
 bob ,thirty,55000,Female,Sales,Manager,01/15/2020,C,nan,123-456-7890, Bob 
 charlie ,nan,65000,Female,HR,Assistant,01/15/2020,D,name@company.org,123-456-7890, Charlie 
 charlie ,thirty,65000,Female,HR,Director,2019.12.01,D,user@domain.com,555-555-5555, Charlie 
 david ,40, NAN ,Female,Marketing,Director,03-25-2019,B,, , David 
 david ,25,65000,Female,IT,Manager,20-02-2020,F,,nan, David 
 jack ,40,55000,Female,Finance,Analyst,03-25-2019,A,user@domain.com,098-765-4321, Jack 
 eve ,50,SIXTY THOUSAND,Female,Sales,Manager,01/15/2020,F,user@domain.com,555-555-5555, Eve 
 david ,40,70000,Female,IT,Manager,2019.12.01,C,user@domain.com, , David 
 jack ,50,SIXTY THOUSAND,Female,Sales,Director,2019.12.01,F,user@domain.com,123-456-7890, Jack 
 hannah ,thirty,SIXTY THOUSAND,Male,HR,Assistant,03-25-2019,C,email@example.com, , Hannah 
 frank ,25,55000,Other,Marketing,Manager,03-25-2019,C,,nan, Frank 
 frank ,thirty,SIXTY THOUSAND,Female,Marketing,Analyst,20-02-2020,A,email@example.com,555-555-5555, Frank 
 hannah ,35, NAN ,Other,Finance,Clerk,"April 5, 2018",B,nan,123-456-7890, Hannah 
 grace ,thirty,50000,Female,Marketing,Manager,"April 5, 2018",A,nan,nan, Grace 
 jack ,50,65000,Female,HR,Manager,20-02-2020,F,,098-765-4321, Jack 
 jack ,thirty,50000,Male,Finance,Analyst,"April 5, 2018",C,nan,555-555-5555, Jack 
 hannah ,thirty,70000,Male,IT,Assistant,01/15/2020,D,user@domain.com,nan, Hannah 
 bob ,25,65000,Other,Marketing,Manager,"April 5, 2018",D,email@example.com,nan, Bob 
 ivy ,thirty,SIXTY THOUSAND,Male,Finance,Manager,20-02-2020,C,user@domain.com,123-456-7890, Ivy 
